NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
289999,881,.30551326E-02,.16412150E-01,.90620518E-02,2.6733081,300.76689
290999,889,.30732399E-02,.83243194E-02,.89359283E-02,2.6822441,299.03250
291999,896,.30876829E-02,.72905774E-02,.88980198E-02,2.6911421,297.65954
292999,900,.30902082E-02,.38276167E-02,.90260506E-02,2.7001681,297.31851
293999,902,.30904416E-02,.31588099E-02,.88438988E-02,2.7090120,297.62492
294999,903,.30827048E-02,.80809938E-03,.88160038E-02,2.7178280,298.25981
295999,903,.30741810E-02,.55967059E-03,.88429451E-02,2.7266710,299.23025
296999,904,.30683425E-02,.13401561E-02,.90110302E-02,2.7356820,299.88401
297999,905,.30603349E-02,.68207866E-03,.88160038E-02,2.7444980,300.51495
298999,910,.30674463E-02,.51866330E-02,.88860989E-02,2.7533841,299.81630
299999,910,.30578976E-02,.20283605E-03,.88729858E-02,2.7622571,300.78248
300999,911,.30517957E-02,.12212503E-02,.88920593E-02,2.7711492,301.41646
301999,911,.30417912E-02,.30436173E-04,.88000298E-02,2.7799492,302.37364
302999,912,.30323069E-02,.16804928E-03,.88829994E-02,2.7888322,303.00417
303999,914,.30233575E-02,.31172065E-03,.90267658E-02,2.7978590,303.31362
304999,917,.30192190E-02,.17610948E-02,.89271069E-02,2.8067861,303.27675
305999,918,.30127849E-02,.10503939E-02,.88560581E-02,2.8156421,303.89919
306999,918,.30030515E-02,.24655238E-04,.88300705E-02,2.8244722,304.85224
307999,918,.29934900E-02,.58111343E-04,.90999603E-02,2.8335721,305.83442
308999,918,.29842109E-02,.12625788E-03,.88899136E-02,2.8424621,306.79393
309999,918,.29749322E-02,.10783620E-03,.88670254E-02,2.8513291,307.75097
310999,918,.29656158E-02,.77535846E-04,.88648796E-02,2.8601940,308.70778
311999,918,.29561187E-02,.25362056E-05,.89800358E-02,2.8691740,309.67701
312999,918,.29469126E-02,.74612455E-04,.88770390E-02,2.8780510,310.63513
313999,918,.29377035E-02,.55265045E-04,.88660717E-02,2.8869171,311.59207
